"year","including.up.to.week.start","including.up.to.week.end","month","province","cases","total.cases","total.deaths","rate.per.100000","fatality.rate","population"
"2011",2011-12-25,2011-12-31,"December","Chiang Mai","6","591","2","36.03","0.34",1640479
"2011",2011-12-25,2011-12-31,"December","Phra Nakhon Si Ayutthaya","1","699","1","89.38","0.14",782096
"2012",2012-12-23,2012-12-29,"January","Songkhla","85","2906","5","214.15","0.17",1357023
"2012",2012-12-23,2012-12-29,"January","Satun","37","422","1","142.01","0.24",297163
"2012",2012-12-23,2012-12-29,"January","Bueng Kan","1","199","0","49.31","0.00",403542
"2012",2012-12-23,2012-12-29,"January","Yala","6","295","0","60.53","0.00",487380
"2012",2012-12-23,2012-12-29,"January","Pattani","7","283","0","43.19","0.00",655259
"2012",2012-12-23,2012-12-29,"January","Narathiwat","29","404","0","54.80","0.00",737162
"2012",2012-12-23,2012-12-29,"January","Loei","1","778","1","124.67","0.13",624066
"2012",2012-12-23,2012-12-29,"January","Phuket","20","360","1","104.33","0.28",345067
"2012",2012-12-23,2012-12-29,"January","Phang Nga","14","484","0","191.22","0.00",253112
"2012",2012-12-23,2012-12-29,"January","Krabi","71","1771","0","409.29","0.00",432704
"2012",2012-12-23,2012-12-29,"January","Trang","30","723","0","116.11","0.00",622659
"2012",2012-12-23,2012-12-29,"January","Phatthalung","33","917","0","179.97","0.00",509534
"2012",2012-12-23,2012-12-29,"January","Nakhon Si Thammarat","55","1823","5","119.73","0.27",1522561
"2012",2012-12-23,2012-12-29,"January","Surat Thani","26","1203","3","120.25","0.25",1000383
"2012",2012-12-23,2012-12-29,"January","Ranong","7","204","1","111.43","0.49",183079
"2012",2012-12-23,2012-12-29,"January","Chumphon","9","912","0","186.14","0.00",489964
"2012",2012-12-23,2012-12-29,"January","Suphan Buri","43","612","0","72.35","0.00",845850
"2012",2012-12-23,2012-12-29,"January","Yasothon","1","365","1","67.69","0.27",539257
"2012",2012-12-23,2012-12-29,"January","Ubon Ratchathani","5","872","1","48.09","0.11",1813088
"2012",2012-12-23,2012-12-29,"January","Sisaket","13","1575","1","108.44","0.06",1452471
"2012",2012-12-23,2012-12-29,"January","Amnat Charoen","1","240","0","64.49","0.00",372137
"2012",2012-12-23,2012-12-29,"January","Surin","7","2265","2","163.92","0.09",1381761
"2012",2012-12-23,2012-12-29,"January","Nakhon Ratchasima","77","3544","7","137.25","0.20",2582089
"2012",2012-12-23,2012-12-29,"January","Chaiyaphum","17","1134","1","100.58","0.09",1127423
"2012",2012-12-23,2012-12-29,"January","Buriram","22","2485","0","159.93","0.00",1553765
"2012",2012-12-23,2012-12-29,"January","Roi Et","10","1514","2","115.60","0.13",1309708
"2012",2012-12-23,2012-12-29,"January","Maha Sarakham","12","1223","1","129.98","0.08",940911
"2012",2012-12-23,2012-12-29,"January","Khon Kaen","29","1483","0","83.90","0.00",1767601
"2012",2012-12-23,2012-12-29,"January","Sakon Nakhon","1","97","0","8.64","0.00",1122905
"2012",2012-12-23,2012-12-29,"January","Nakhon Phanom","0","343","1","48.76","0.29",703392
"2012",2012-12-23,2012-12-29,"January","Mukdahan","2","243","0","71.56","0.00",339575
"2012",2012-12-23,2012-12-29,"January","Kalasin","0","275","0","27.99","0.00",982578
"2012",2012-12-23,2012-12-29,"January","Udon Thani","4","536","0","34.70","0.00",1544786
"2012",2012-12-23,2012-12-29,"January","Nong Khai","2","143","0","28.07","0.00",509395
"2012",2012-12-23,2012-12-29,"January","Nong Bua Lam Phu","0","291","0","57.87","0.00",502868
"2012",2012-12-23,2012-12-29,"January","Nonthaburi","33","818","0","74.25","0.00",1101743
"2012",2012-12-23,2012-12-29,"January","Trat","19","395","0","178.80","0.00",220921
"2012",2012-12-23,2012-12-29,"January","Rayong","70","2249","1","359.03","0.04",626402
"2012",2012-12-23,2012-12-29,"January","Chonburi","78","1679","4","127.56","0.24",1316293
"2012",2012-12-23,2012-12-29,"January","Chanthaburi","25","1222","0","237.46","0.00",514616
"2012",2012-12-23,2012-12-29,"January","Nan","0","212","0","44.50","0.00",476363
"2012",2012-12-23,2012-12-29,"January","Chiang Rai","3","1204","0","100.48","0.00",1198218
"2012",2012-12-23,2012-12-29,"January","Samut Prakan","44","947","1","79.90","0.11",1185180
"2012",2012-12-23,2012-12-29,"January","Sa Kaeo","15","707","1","129.94","0.14",544100
"2012",2012-12-23,2012-12-29,"January","Prachinburi","9","886","0","189.90","0.00",466572
"2012",2012-12-23,2012-12-29,"January","Nakhon Nayok","1","119","0","47.09","0.00",252734
"2012",2012-12-23,2012-12-29,"January","Chachoengsao","47","1535","1","227.77","0.07",673933
"2012",2012-12-23,2012-12-29,"January","Samut Songkhram","15","241","3","124.19","1.24",194057
"2012",2012-12-23,2012-12-29,"January","Samut Sakhon","71","1142","1","232.17","0.09",491887
"2012",2012-12-23,2012-12-29,"January","Prachuap Khiri Khan","17","429","2","84.26","0.47",509134
"2012",2012-12-23,2012-12-29,"January","Phetchaburi","29","668","0","143.96","0.00",464033
"2012",2012-12-23,2012-12-29,"January","Ratchaburi","106","1634","2","194.74","0.12",839075
"2012",2012-12-23,2012-12-29,"January","Nakhon Pathom","63","1178","1","136.94","0.08",860246
"2012",2012-12-23,2012-12-29,"January","Kanchanaburi","40","1170","1","139.32","0.09",839776
"2012",2012-12-23,2012-12-29,"January","Sing Buri","0","28","0","13.04","0.00",214661
"2012",2012-12-23,2012-12-29,"January","Saraburi","17","557","0","90.22","0.00",617384
"2012",2012-12-23,2012-12-29,"January","Lopburi","54","1567","0","207.32","0.00",755854
"2012",2012-12-23,2012-12-29,"January","Chai Nat","10","381","1","113.75","0.26",334934
"2012",2012-12-23,2012-12-29,"January","Pathum Thani","11","490","0","49.71","0.00",985643
"2012",2012-12-23,2012-12-29,"January","Ang Thong","13","273","0","95.80","0.00",284970
"2012",2012-12-23,2012-12-29,"January","Bangkok","313","9918","10","173.96","0.10",5701394
"2012",2012-12-23,2012-12-29,"January","Uthai Thani","13","509","0","155.20","0.00",327959
"2012",2012-12-23,2012-12-29,"January","Phichit","13","599","0","108.38","0.00",552690
"2012",2012-12-23,2012-12-29,"January","Nakhon Sawan","24","2182","2","203.26","0.09",1073495
"2012",2012-12-23,2012-12-29,"January","Kamphaeng Phet","27","1116","1","153.49","0.09",727093
"2012",2012-12-23,2012-12-29,"January","Uttaradit","5","404","0","87.33","0.00",462618
"2012",2012-12-23,2012-12-29,"January","Tak","20","713","5","135.63","0.70",525684
"2012",2012-12-23,2012-12-29,"January","Sukhothai","16","431","0","71.62","0.00",601778
"2012",2012-12-23,2012-12-29,"January","Phitsanulok","16","1255","3","147.70","0.24",849692
"2012",2012-12-23,2012-12-29,"January","Phetchabun","8","649","2","65.16","0.31",996031
"2012",2012-12-23,2012-12-29,"January","Phrae","3","685","0","148.67","0.00",460756
"2012",2012-12-23,2012-12-29,"January","Phayao","0","130","0","26.73","0.00",486304
"2012",2012-12-23,2012-12-29,"January","Mae Hong Son","0","153","0","63.03","0.00",242742
"2012",2012-12-23,2012-12-29,"January","Lamphun","1","227","1","56.11","0.44",404560
"2012",2012-12-23,2012-12-29,"January","Lampang","2","244","0","32.02","0.00",761949
"2012",2012-12-23,2012-12-29,"January","Chiang Mai","17","1866","2","113.75","0.11",1640479
"2012",2012-12-23,2012-12-29,"January","Phra Nakhon Si Ayutthaya","10","615","3","78.63","0.49",782096
"2012",2012-12-23,2012-12-29,"February","Songkhla","101","2906","5","214.15","0.17",1357023
"2012",2012-12-23,2012-12-29,"February","Satun","35","422","1","142.01","0.24",297163
"2012",2012-12-23,2012-12-29,"February","Bueng Kan","21","199","0","49.31","0.00",403542
"2012",2012-12-23,2012-12-29,"February","Yala","6","295","0","60.53","0.00",487380
"2012",2012-12-23,2012-12-29,"February","Pattani","15","283","0","43.19","0.00",655259
"2012",2012-12-23,2012-12-29,"February","Narathiwat","40","404","0","54.80","0.00",737162
"2012",2012-12-23,2012-12-29,"February","Loei","13","778","1","124.67","0.13",624066
"2012",2012-12-23,2012-12-29,"February","Phuket","28","360","1","104.33","0.28",345067
"2012",2012-12-23,2012-12-29,"February","Phang Nga","19","484","0","191.22","0.00",253112
"2012",2012-12-23,2012-12-29,"February","Krabi","91","1771","0","409.29","0.00",432704
"2012",2012-12-23,2012-12-29,"February","Trang","26","723","0","116.11","0.00",622659
"2012",2012-12-23,2012-12-29,"February","Phatthalung","33","917","0","179.97","0.00",509534
"2012",2012-12-23,2012-12-29,"February","Nakhon Si Thammarat","54","1823","5","119.73","0.27",1522561
"2012",2012-12-23,2012-12-29,"February","Surat Thani","30","1203","3","120.25","0.25",1000383
"2012",2012-12-23,2012-12-29,"February","Ranong","15","204","1","111.43","0.49",183079
"2012",2012-12-23,2012-12-29,"February","Chumphon","25","912","0","186.14","0.00",489964
"2012",2012-12-23,2012-12-29,"February","Suphan Buri","48","612","0","72.35","0.00",845850
"2012",2012-12-23,2012-12-29,"February","Yasothon","0","365","1","67.69","0.27",539257
"2012",2012-12-23,2012-12-29,"February","Ubon Ratchathani","4","872","1","48.09","0.11",1813088
"2012",2012-12-23,2012-12-29,"February","Sisaket","18","1575","1","108.44","0.06",1452471
"2012",2012-12-23,2012-12-29,"February","Amnat Charoen","2","240","0","64.49","0.00",372137
"2012",2012-12-23,2012-12-29,"February","Surin","28","2265","2","163.92","0.09",1381761
"2012",2012-12-23,2012-12-29,"February","Nakhon Ratchasima","65","3544","7","137.25","0.20",2582089
"2012",2012-12-23,2012-12-29,"February","Chaiyaphum","27","1134","1","100.58","0.09",1127423
"2012",2012-12-23,2012-12-29,"February","Buriram","12","2485","0","159.93","0.00",1553765
"2012",2012-12-23,2012-12-29,"February","Roi Et","12","1514","2","115.60","0.13",1309708
"2012",2012-12-23,2012-12-29,"February","Maha Sarakham","14","1223","1","129.98","0.08",940911
"2012",2012-12-23,2012-12-29,"February","Khon Kaen","26","1483","0","83.90","0.00",1767601
"2012",2012-12-23,2012-12-29,"February","Sakon Nakhon","2","97","0","8.64","0.00",1122905
"2012",2012-12-23,2012-12-29,"February","Nakhon Phanom","1","343","1","48.76","0.29",703392
"2012",2012-12-23,2012-12-29,"February","Mukdahan","3","243","0","71.56","0.00",339575
"2012",2012-12-23,2012-12-29,"February","Kalasin","3","275","0","27.99","0.00",982578
"2012",2012-12-23,2012-12-29,"February","Udon Thani","0","536","0","34.70","0.00",1544786
"2012",2012-12-23,2012-12-29,"February","Nong Khai","1","143","0","28.07","0.00",509395
"2012",2012-12-23,2012-12-29,"February","Nong Bua Lam Phu","6","291","0","57.87","0.00",502868
"2012",2012-12-23,2012-12-29,"February","Nonthaburi","24","818","0","74.25","0.00",1101743
"2012",2012-12-23,2012-12-29,"February","Trat","7","395","0","178.80","0.00",220921
"2012",2012-12-23,2012-12-29,"February","Rayong","55","2249","1","359.03","0.04",626402
"2012",2012-12-23,2012-12-29,"February","Chonburi","54","1679","4","127.56","0.24",1316293
"2012",2012-12-23,2012-12-29,"February","Chanthaburi","31","1222","0","237.46","0.00",514616
"2012",2012-12-23,2012-12-29,"February","Nan","1","212","0","44.50","0.00",476363
"2012",2012-12-23,2012-12-29,"February","Chiang Rai","6","1204","0","100.48","0.00",1198218
"2012",2012-12-23,2012-12-29,"February","Samut Prakan","36","947","1","79.90","0.11",1185180
"2012",2012-12-23,2012-12-29,"February","Sa Kaeo","19","707","1","129.94","0.14",544100
"2012",2012-12-23,2012-12-29,"February","Prachinburi","23","886","0","189.90","0.00",466572
"2012",2012-12-23,2012-12-29,"February","Nakhon Nayok","11","119","0","47.09","0.00",252734
"2012",2012-12-23,2012-12-29,"February","Chachoengsao","39","1535","1","227.77","0.07",673933
"2012",2012-12-23,2012-12-29,"February","Samut Songkhram","18","241","3","124.19","1.24",194057
"2012",2012-12-23,2012-12-29,"February","Samut Sakhon","47","1142","1","232.17","0.09",491887
"2012",2012-12-23,2012-12-29,"February","Prachuap Khiri Khan","14","429","2","84.26","0.47",509134
"2012",2012-12-23,2012-12-29,"February","Phetchaburi","21","668","0","143.96","0.00",464033
"2012",2012-12-23,2012-12-29,"February","Ratchaburi","93","1634","2","194.74","0.12",839075
"2012",2012-12-23,2012-12-29,"February","Nakhon Pathom","37","1178","1","136.94","0.08",860246
"2012",2012-12-23,2012-12-29,"February","Kanchanaburi","53","1170","1","139.32","0.09",839776
"2012",2012-12-23,2012-12-29,"February","Sing Buri","1","28","0","13.04","0.00",214661
"2012",2012-12-23,2012-12-29,"February","Saraburi","21","557","0","90.22","0.00",617384
"2012",2012-12-23,2012-12-29,"February","Lopburi","65","1567","0","207.32","0.00",755854
"2012",2012-12-23,2012-12-29,"February","Chai Nat","26","381","1","113.75","0.26",334934
"2012",2012-12-23,2012-12-29,"February","Pathum Thani","20","490","0","49.71","0.00",985643
"2012",2012-12-23,2012-12-29,"February","Ang Thong","14","273","0","95.80","0.00",284970
"2012",2012-12-23,2012-12-29,"February","Bangkok","259","9918","10","173.96","0.10",5701394
"2012",2012-12-23,2012-12-29,"February","Uthai Thani","14","509","0","155.20","0.00",327959
"2012",2012-12-23,2012-12-29,"February","Phichit","28","599","0","108.38","0.00",552690
"2012",2012-12-23,2012-12-29,"February","Nakhon Sawan","24","2182","2","203.26","0.09",1073495
"2012",2012-12-23,2012-12-29,"February","Kamphaeng Phet","34","1116","1","153.49","0.09",727093
"2012",2012-12-23,2012-12-29,"February","Uttaradit","4","404","0","87.33","0.00",462618
"2012",2012-12-23,2012-12-29,"February","Tak","15","713","5","135.63","0.70",525684
"2012",2012-12-23,2012-12-29,"February","Sukhothai","11","431","0","71.62","0.00",601778
"2012",2012-12-23,2012-12-29,"February","Phitsanulok","11","1255","3","147.70","0.24",849692
"2012",2012-12-23,2012-12-29,"February","Phetchabun","19","649","2","65.16","0.31",996031
"2012",2012-12-23,2012-12-29,"February","Phrae","0","685","0","148.67","0.00",460756
"2012",2012-12-23,2012-12-29,"February","Phayao","0","130","0","26.73","0.00",486304
"2012",2012-12-23,2012-12-29,"February","Mae Hong Son","0","153","0","63.03","0.00",242742
"2012",2012-12-23,2012-12-29,"February","Lamphun","2","227","1","56.11","0.44",404560
"2012",2012-12-23,2012-12-29,"February","Lampang","6","244","0","32.02","0.00",761949
"2012",2012-12-23,2012-12-29,"February","Chiang Mai","22","1866","2","113.75","0.11",1640479
"2012",2012-12-23,2012-12-29,"February","Phra Nakhon Si Ayutthaya","7","615","3","78.63","0.49",782096
"2012",2012-12-23,2012-12-29,"March","Songkhla","64","2906","5","214.15","0.17",1357023
"2012",2012-12-23,2012-12-29,"March","Satun","39","422","1","142.01","0.24",297163
"2012",2012-12-23,2012-12-29,"March","Bueng Kan","11","199","0","49.31","0.00",403542
"2012",2012-12-23,2012-12-29,"March","Yala","10","295","0","60.53","0.00",487380
"2012",2012-12-23,2012-12-29,"March","Pattani","8","283","0","43.19","0.00",655259
"2012",2012-12-23,2012-12-29,"March","Narathiwat","25","404","0","54.80","0.00",737162
"2012",2012-12-23,2012-12-29,"March","Loei","4","778","1","124.67","0.13",624066
"2012",2012-12-23,2012-12-29,"March","Phuket","36","360","1","104.33","0.28",345067
"2012",2012-12-23,2012-12-29,"March","Phang Nga","22","484","0","191.22","0.00",253112
"2012",2012-12-23,2012-12-29,"March","Krabi","174","1771","0","409.29","0.00",432704
"2012",2012-12-23,2012-12-29,"March","Trang","29","723","0","116.11","0.00",622659
"2012",2012-12-23,2012-12-29,"March","Phatthalung","21","917","0","179.97","0.00",509534
"2012",2012-12-23,2012-12-29,"March","Nakhon Si Thammarat","47","1823","5","119.73","0.27",1522561
"2012",2012-12-23,2012-12-29,"March","Surat Thani","42","1203","3","120.25","0.25",1000383
"2012",2012-12-23,2012-12-29,"March","Ranong","53","204","1","111.43","0.49",183079
"2012",2012-12-23,2012-12-29,"March","Chumphon","27","912","0","186.14","0.00",489964
"2012",2012-12-23,2012-12-29,"March","Suphan Buri","46","612","0","72.35","0.00",845850
"2012",2012-12-23,2012-12-29,"March","Yasothon","2","365","1","67.69","0.27",539257
"2012",2012-12-23,2012-12-29,"March","Ubon Ratchathani","20","872","1","48.09","0.11",1813088
"2012",2012-12-23,2012-12-29,"March","Sisaket","48","1575","1","108.44","0.06",1452471
"2012",2012-12-23,2012-12-29,"March","Amnat Charoen","5","240","0","64.49","0.00",372137
"2012",2012-12-23,2012-12-29,"March","Surin","30","2265","2","163.92","0.09",1381761
"2012",2012-12-23,2012-12-29,"March","Nakhon Ratchasima","73","3544","7","137.25","0.20",2582089
"2012",2012-12-23,2012-12-29,"March","Chaiyaphum","26","1134","1","100.58","0.09",1127423
"2012",2012-12-23,2012-12-29,"March","Buriram","44","2485","0","159.93","0.00",1553765
"2012",2012-12-23,2012-12-29,"March","Roi Et","9","1514","2","115.60","0.13",1309708
"2012",2012-12-23,2012-12-29,"March","Maha Sarakham","16","1223","1","129.98","0.08",940911
"2012",2012-12-23,2012-12-29,"March","Khon Kaen","43","1483","0","83.90","0.00",1767601
"2012",2012-12-23,2012-12-29,"March","Sakon Nakhon","1","97","0","8.64","0.00",1122905
"2012",2012-12-23,2012-12-29,"March","Nakhon Phanom","5","343","1","48.76","0.29",703392
"2012",2012-12-23,2012-12-29,"March","Mukdahan","1","243","0","71.56","0.00",339575
"2012",2012-12-23,2012-12-29,"March","Kalasin","11","275","0","27.99","0.00",982578
"2012",2012-12-23,2012-12-29,"March","Udon Thani","7","536","0","34.70","0.00",1544786
"2012",2012-12-23,2012-12-29,"March","Nong Khai","3","143","0","28.07","0.00",509395
"2012",2012-12-23,2012-12-29,"March","Nong Bua Lam Phu","5","291","0","57.87","0.00",502868
"2012",2012-12-23,2012-12-29,"March","Nonthaburi","27","818","0","74.25","0.00",1101743
"2012",2012-12-23,2012-12-29,"March","Trat","20","395","0","178.80","0.00",220921
"2012",2012-12-23,2012-12-29,"March","Rayong","71","2249","1","359.03","0.04",626402
"2012",2012-12-23,2012-12-29,"March","Chonburi","77","1679","4","127.56","0.24",1316293
"2012",2012-12-23,2012-12-29,"March","Chanthaburi","34","1222","0","237.46","0.00",514616
"2012",2012-12-23,2012-12-29,"March","Nan","1","212","0","44.50","0.00",476363
"2012",2012-12-23,2012-12-29,"March","Chiang Rai","1","1204","0","100.48","0.00",1198218
